"id","area","size","alg8"
"0512570","SOUTH SIDE SCHOOL DISTRICT",33,0.53
"0512630","SPRING HILL SCHOOL DISTRICT",44,1
"0512660","SPRINGDALE SCHOOL DISTRICT",1645,0.112
"0512930","STRONG-HUTTIG SCHOOL DISTRICT",20,0
"0512960","STUTTGART SCHOOL DISTRICT",147,0
"0513080","GREENE CO. TECH SCHOOL DIST.",305,0.271
"0513110","TEXARKANA SCHOOL DISTRICT",297,0.152
"0513230","JACKSON CO. SCHOOL DISTRICT",64,0
"0513350","VALLEY SPRINGS SCHOOL DISTRICT",65,0
"0513380","VALLEY VIEW SCHOOL DISTRICT",204,0.527
"0513410","VAN BUREN SCHOOL DISTRICT",444,0.347
"0513530","VILONIA SCHOOL DISTRICT",246,0.268
"0513560","VIOLA SCHOOL DISTRICT",36,1
"0513680","WALDRON SCHOOL DISTRICT",108,0
"0513930","WATSON CHAPEL SCHOOL DISTRICT",218,0.277
"0514010","WEST FORK SCHOOL DISTRICT",86,0.288
"0514020","WESTSIDE SCHOOL DISTRICT",47,0
"0514040","West Side School District",35,0
"0514140","WHITE HALL SCHOOL DISTRICT",226,0.111
"0514370","WONDERVIEW SCHOOL DISTRICT",32,0.557
"0514400","WOODLAWN SCHOOL DISTRICT",54,0
"0514430","WYNNE SCHOOL DISTRICT",207,0
"0514490","YELLVILLE-SUMMIT SCHOOL DIST.",52,0.647
"0600001","Acton-Agua Dulce Unified",93,0.322
"0600003","California School for the Deaf-Fremont (State Special Schl)",26,0
"0600006","Ross Valley Elementary",259,0.521
"0600007","California Sch for the Deaf-Riverside (State Special Schl)",20,0
"0600009","Cuyama Joint Unified",19,0
"0600011","Fort Sage Unified",24,0
"0600012","Twin Ridges Elementary",15,0
"0600013","Rocklin Unified",925,0.227
"0600014","Hesperia Unified",1905,0
"0600015","Lucerne Valley Unified",58,0
"0600016","Upland Unified",902,0.131
"0600017","Apple Valley Unified",927,0
"0600018","Mountain Valley Unified",21,0.901
"0600019","Dublin Unified",723,0.285
"0600020","Pleasanton Unified",1218,0.172
"0600021","Sunol Glen Unified",32,0.533
"0600022","Mendota Unified",213,0
"0600025","Manhattan Beach Unified",558,0.735
"0600026","El Tejon Unified",58,0.036
"0600027","Lake Elsinore Unified",1660,0.235
"0600028","Temecula Valley Unified",2272,0.183
"0600029","Murrieta Valley Unified",1800,0
"0600031","Big Sur Unified",6,0
"0600032","Redondo Beach Unified",676,0.084
"0600033","Dos Palos Oro Loma Joint Unified School District",161,0.116
"0600034","Windsor Unified",459,0.074
"0600035","Farmersville Unified",165,0
"0600036","Natomas Unified",1118,0.231
"0600037","Ferndale Unified",42,0.472
"0600038","Mattole Unified",36,0.055
"0600039","Delhi Unified",180,0
"0600040","Riverdale Joint Unified",107,0.947
"0600042","Warner Unified",25,0
"0600043","Scotts Valley Unified",216,0.965
"0600044","Healdsburg Unified",135,0.228
"0600045","Orland Joint Unified",154,0.932
"0600046","Gonzales Unified School District",166,0
"0600047","Tracy Joint Unified",1144,0.083
"0600048","Paso Robles Joint Unified School District",478,0.058
"0600049","Coast Unified",47,0.383
"0600051","Gridley Unified",144,0
"0600052","Eureka City Schools",292,0
"0600060","Hughson Unified",156,0
"0600061","Riverbank Unified",215,0
"0600062","Oakdale Joint Unified",378,0
"0600063","Waterford Unified",272,0.423
"0600064","Porterville Unified",788,0
"0600065","Dinuba Unified",464,0
"0600067","Caruthers Unified",90,0
"0600068","Golden Valley Unified",164,0
"0600069","Valley Center-Pauma Unified",272,0.201
"0636800","SBE - Ridgecrest Charter",374,0.208
"0600116","Chawanakee Unified School District",57,0
"0622710","SBE - New West Charter",37190,0.13
"0631320","SBE - The School of Arts and Enterprise",1911,0.88
"0600153","Alhambra Unified",1181,1
"0600158","Turlock Unified",1049,0
"0600159","Scott Valley Unified",52,0.986
"0600160","Yosemite Unified School District",148,0
"0634880","SBC - High Tech High",1651,0.241
"0608610","SBC - High Tech High",503,0.201
"0609620","SBE - Lifeline Education Charter",1776,0.149
"0601331","Trinity Alps Unified",41,0
"0601332","Twin Rivers Unified",2017,0.073
"0601339","Hamilton Unified",35,0
"0601409","Bishop Unified",127,0
"0601410","Lammersville Joint Unified",334,0
"0635360","Santa Barbara Unified",3,0
"0635370","Santa Barbara Unified",1445,0.05
"0601415","Washington Unified",134,0
"0601418","Woodlake Unified",160,0
"0601420","Fortuna Elementary",147,0
"0601421","Santa Paula Unified School District",360,0.907
"0601423","Exeter Unified",221,0
"0635310","SBE - Magnolia Science Academy Santa Ana",4386,0.024
"0601426","Bonsall Unified",213,0
"0601427","Penn Valley Union Elementary",77,0
"0601428","Wiseburn Unified",330,0.219
"0634320","SBE - Thrive Public",9120,0.216
"0601620","ABC Unified",1614,0
"0601680","Ackerman Charter",58,0
"0601710","Adelanto Elementary",908,0.022
"0601770","Alameda Unified",615,0.369
"0601860","Albany City Unified",273,0
"0601980","Allensworth Elementary",12,0.843
"0602010","Alpaugh Unified",16,1
"0602070","Alpine County Unified",3,0
"0602100","Alpine Union Elementary",185,0.093
"0602160","Alta Loma Elementary",695,0.141
"0602220","Alta Vista Elementary",68,0
"0602250","Alta-Dutch Flat Union Elementary",10,0.664
"0602310","Alum Rock Union Elementary",1125,0
"0602360","Alview-Dairyland Union Elementary",44,0.384
"0602370","Alvina Elementary",23,0
"0602430","Alvord Unified",1487,0.133
"0602450","Amador County Unified",264,0.172
"0602610","Anaheim Union High",1964,0
"0623430","Anaheim Union High",1124,0
"0602630","Anaheim Union High",17,0
"0610440","Anaheim Union High",858,0.052
"0608070","Anaheim Union High",1014,0
"0602670","West Sonoma County Union High",4,0
"0602730","Anderson Valley Unified",29,0
"0602760","Antelope Elementary",93,0
"0642120","Antelope Valley Union High School District",1166,0.239
"0602850","Antioch Unified",1313,0.122
"0602970","Arcadia Unified",794,0.257
"0603000","Arcata Elementary",106,0.212
"0603060","Arcohe Union Elementary",48,1
"0603090","Arena Union Elementary",42,0.501
"0603180","Armona Union Elementary",129,0.168
"06_virtual","Armona Union Elementary",1498,0.068
"0603270","Arvin Union",380,0
"0603300","Atascadero Unified",380,0.139
"0603420","Atwater Elementary",525,0
"0603480","Auburn Union Elementary",227,0
"0603600","Azusa Unified",687,0.155
"0603610","Baker Valley Unified",11,0.655
"0603630","Bakersfield City",2959,0
"0603690","Baldwin Park Unified",1073,0.111
"0603750","Ballico-Cressey Elementary",36,0.954
"0603780","Bangor Union Elementary",10,0
"0603840","Banning Unified",290,0.12
"0603870","Banta Elementary",39,0
"0604020","Barstow Unified",389,0.321
"0604080","Bass Lake Joint Union Elementary",98,0
"0604110","Bassett Unified",329,0
"0604200","Bayshore Elementary",45,0
"0604230","Bear Valley Unified",177,0
"0604260","Beardsley Elementary",159,0.17
"0604290","Beaumont Unified",717,0.111
"0604350","Bella Vista Elementary",26,0
"0604440","Bellflower Unified",988,0.129
"0604500","Belleview Elementary",8,0
"0604530","Belmont-Redwood Shores Elementary",385,0.354
"0604560","Belridge Elementary",3,1
"0604620","Benicia Unified",414,0.251
"0604740","Berkeley Unified",685,0.003
"0604800","Berryessa Union Elementary",876,0.806
"0604830","Beverly Hills Unified",294,0.299
"0604860","Big Creek Elementary",4,1
"0604890","Big Lagoon Union Elementary",3,0
"0604950","Big Pine Unified",9,0
"0604980","Big Springs Union Elementary",10,0
"0605010","Big Valley Joint Unified",11,0
"0605040","Biggs Unified",59,0.106
"0605190","Bitterwater-Tully Elementary",6,0
"0605220","Black Butte Union Elementary",24,0
"0605240","Black Oak Mine Unified",85,0
"0605280","Blochman Union Elementary",106,0
"0605400","Blue Lake Union Elementary",24,0
"0605520","Bolinas-Stinson Union",17,0.865
"0605580","Santa Maria-Bonita",1484,0
"0605610","Bonita Unified",813,0.3
"0605700","Borrego Springs Unified",27,0
"0605730","Bradley Union Elementary",10,0.6
"0605790","Brawley Elementary",381,0
"0605880","Brea-Olinda Unified",407,0.351
"0605910","Brentwood Union Elementary",1068,0.943
"0606000","Bridgeville Elementary",3,0
"0606030","Briggs Elementary",74,0
"0606060","Brisbane Elementary",49,0
"0606090","Brittan Elementary",54,0
"0606100","Browns Elementary",14,0
"0606270","Buckeye Union Elementary",564,0.231
"0606330","Buellton Union Elementary",67,0
"0606360","Buena Park Elementary",496,0.009
"0606390","Panama-Buena Vista Union",1918,0
"0606420","Buena Vista Elementary",20,0
"0606450","Burbank Unified",1194,0.12
"0606480","Burlingame Elementary",326,0.305
"0606510","Burnt Ranch Elementary",15,0
"0606540","Burrel Union Elementary",15,0.949
"0606570","Burton Elementary",390,0.077
"0606580","Butte Valley Unified",26,0
"0606690","Butteville Union Elementary",19,0.92
"0606720","Buttonwillow Union Elementary",35,0
"0606750","Byron Union Elementary",233,0.149
"0606780","Cabrillo Unified",248,0.361
"0606810","Cajon Valley Union",1683,0.016
"0606870","Calaveras Unified",236,0.286
"0606900","Calexico Unified",725,0.039
"0606960","Caliente Union Elementary",4,0.828
"0606990","Calipatria Unified",94,0
"0607020","Calistoga Joint Unified",63,0.142
"0607140","Cambrian",355,0.189
"0607170","Camino Union Elementary",46,0.278
"0607200","Campbell Union School District",720,0
"0607260","Camptonville Elementary",54,0.038
"0607350","Canyon Elementary",8,0.75
"0607410","Capay Joint Union Elementary",22,0.904
"0607440","Capistrano Unified",3996,0.254
"0607500","Carlsbad Unified",830,0.217
"0607530","Carmel Unified",194,0
"0607560","Carpinteria Unified",167,0
"0607680","Cascade Union Elementary",119,1
"0607740","Castaic Union",292,0.192
"0607770","Castle Rock Union Elementary",5,1
"0607800","Castro Valley Unified",734,0.208
"0607840","Cayucos Elementary",20,0.446
"0607900","Center Joint Unified",331,0
"0607950","Central Elementary",586,0.146
"0607970","Central Unified",1269,0.111
"0607980","Central Union Elementary",148,0
"0608130","Ceres Unified",1036,0
"0608190","Charter Oak Unified",365,0.846
"0608250","Chatom Union",61,0
"0608340","Chicago Park Elementary",12,1
"0608370","Chico Unified",1010,0.779
"0608460","Chino Valley Unified",2247,0.187
"0608520","Chowchilla Elementary",230,0
"0608580","Chualar Union",36,0
"0608640","Cienega Union Elementary",2,1
"0608700","Cinnabar Elementary",25,0
"0608760","Claremont Unified",525,0.096
"0608850","Clay Joint Elementary",25,0
"0608880","Clear Creek Elementary",14,0.993
"0608970","Cloverdale Unified School District",99,0
"0609030","Clovis Unified",3263,0.175
"0609070","Coachella Valley Unified",1468,0.19
"0609120","Coalinga-Huron Unified",315,0
"0609300","Colfax Elementary",37,0
"0609330","College Elementary",51,0
"0609390","Colton Joint Unified",1878,0.141
"0609450","Columbia Elementary",97,0
"0609480","Columbia Union",53,0
"0609510","Columbine Elementary",18,1
"0609570","Colusa Unified",120,0
"0609640","Conejo Valley Unified",1496,0.483
"0609665","Leggett Valley Unified",11,0
"0609690","Corcoran Joint Unified",229,0
"0609780","Corning Union Elementary",231,0
"0609850","Corona-Norco Unified",4091,0.133
"0609870","Coronado Unified",262,0.279
"0609940","Cotati-Rohnert Park Unified",478,0.17
"0609990","Cottonwood Union Elementary",119,0
"0610050","Covina-Valley Unified School District",861,0.19
"0610230","Cuddeback Union Elementary",13,0
"0610260","Culver City Unified",470,0.316
"0610290","Cupertino Union",2118,0.407
"0610320","Curtis Creek School District",58,0
"0610350","Cutler-Orosi Joint Unified",313,0
"0610620","Davis Joint Unified",698,0.507
"0610680","Death Valley Unified",2,0
"0610710","Dehesa Elementary",133,0.18
"0610770","Del Norte County Unified",260,0
"0610890","Delano Union Elementary",805,0.277
"0611040","Denair Unified",88,0
"0611100","Desert Center Unified",3,0
"0611110","Desert Sands Unified",2232,0
"0611130","Di Giorgio Elementary",24,0
"0611220","Dixie Elementary",243,0.174
"0611280","Dixon Unified",266,0
"0611430","Douglas City Elementary",17,0
"0611460","Downey Unified",1857,0.004
"0611490","Dry Creek Joint Elementary",857,0
"0611520","Duarte Unified School District",257,0
"0611550","Ducor Union Elementary",17,0
"0611670","Dunsmuir Elementary",11,0
"0611730","Durham Unified",93,0
"0611760","Earlimart Elementary",204,0
"0611850","East Whittier City Elementary",982,0.226
"0611870","Eastern Sierra Unified",20,0.1
"0611910","Eastside Union Elementary",328,0
"0611940","Edison Elementary",124,0.232
"0612030","El Centro Elementary",672,0.041
"0612090","El Monte City",1030,0.673
"0612150","El Nido Elementary",17,0.234
"0612180","El Rancho Unified",676,0.817
"0612210","El Segundo Unified",262,0.259
"0612330","Elk Grove Unified",4940,0.138
"0612360","Elk Hills Elementary",17,1
"0612420","Elkins Elementary",2,0
"0612600","Elverta Joint Elementary",49,0
"0612630","Emery Unified",51,0
"0612690","Empire Union Elementary",276,0.769
"0612810","Enterprise Elementary",346,0
"0612840","Escalon Unified",218,0
"0612880","Escondido Union",1766,0.017
"0612930","Esparto Unified",93,0.825
"0612960","Etiwanda Elementary",1663,0
"0613080","Eureka Union",420,0
"0613140","Evergreen Elementary",1484,0
"0613170","Evergreen Union",106,1
"0613290","Fairfax Elementary",250,0
"0613360","Fairfield-Suisun Unified",1645,0.025
"0613470","Fall River Joint Unified",92,0
"0613500","Fallbrook Union Elementary",468,0.616
"0613710","Feather Falls Union Elementary",2,1
"0613740","Fieldbrook Elementary",11,0
"0613800","Fillmore Unified",276,0
"0613840","Firebaugh-Las Deltas Unified",166,0
"0613890","Folsom-Cordova Unified",1518,0.276
"0613920","Fontana Unified",2782,0.14
"0613980","Foresthill Union Elementary",45,0
"0614010","Forestville Union Elementary",45,1
"0614040","Forks of Salmon Elementary",1,0
"0614070","Fort Bragg Unified",162,0.299
"0614130","Fort Ross Elementary",1,0
"0614220","Fountain Valley Elementary",822,0.165
"0614250","Fowler Unified",187,0
"0614340","Franklin Elementary",57,0
"0614370","Franklin-McKinley Elementary",990,0.439
"0614400","Fremont Unified",2551,0.265
"0614490","French Gulch-Whiskeytown Elementary",3,1
"0614520","Freshwater Elementary",24,0
"0614550","Fresno Unified School District",5078,0.2
"0614700","Fruitvale Elementary",351,0.096
"0614730","Fullerton Elementary",1489,0.241
"0614790","Galt Joint Union Elementary",406,0
"0614880","Garden Grove Unified School District",3507,0.216
"0614940","Garvey Elementary",570,1
"0614950","Gateway Unified",268,0.17
"0614970","Gazelle Union Elementary",8,0
"0615000","General Shafter Elementary",15,0
"0615090","Gerber Union Elementary",41,0
"0615150","Geyserville Unified",11,0
"0615180","Gilroy Unified",851,0
"0615240","Glendale Unified",1935,0.258
"0615270","Glendora Unified",595,0.338
"0615390","Gold Oak Union Elementary",52,0.456
"0615450","Gold Trail Union Elementary",54,0.367
"0615480","Golden Feather Union Elementary",11,1
"0615600","Gorman Joint School District",182,0.136
"0615690","Grant Elementary",61,0
"0615780","Grass Valley Elementary",171,0.544
"0615810","Gratton Elementary",16,0
"0615840","Gravenstein Union Elementary",84,0.896
"0615870","Graves Elementary",1,0
"0615990","Green Point Elementary",1,0
"0616050","Greenfield Union",973,0
"0616080","Greenfield Union Elementary",343,0
"0616110","Grenada Elementary",20,0
"0616260","Guadalupe Union Elementary",123,0
"0616300","Cucamonga Elementary",255,0
"0616320","Guerneville Elementary",31,0
"0616323","Gustine Unified",153,0
"0616325","Hacienda la Puente Unified",1462,0.044
"0616470","Hanford Elementary",611,0
"0616530","Happy Camp Union Elementary",12,0
"0616570","Happy Valley Union Elementary",69,0
"0616620","Harmony Union Elementary",27,1
"0616650","Hart-Ransom Union Elementary",120,0
"0616680","Hawthorne",875,0.123
"0616740","Hayward Unified",1682,0.159
"0616830","Heber Elementary",143,0
"0616860","Helendale Elementary",68,0
"0616920","Hemet Unified",1618,0.229
"0617040","Hermosa Beach City Elementary",182,0.6
"0617160","Hickman Community Charter",110,0
"0617190","Hillsborough City Elementary",175,0.442
"0617220","Hilmar Unified",181,0.259
"0617340","Hollister",610,0.227
"0617430","Holtville Unified",121,0
"0617520","Hope Elementary",27,0
"0617580","Horicon Elementary",3,0
"0617620","Hornbrook Elementary",4,0
"0617760","Howell Mountain Elementary",9,0
"0617850","Hueneme Elementary",790,0
"0617880","Hughes-Elizabeth Lakes Union Elementary",1,1
"0618030","Huntington Beach City Elementary",797,0.238
"0618120","Hydesville Elementary",18,0
"0618160","Igo Ono Platina Union Elementary",9,0
"0618210","Imperial Unified",319,0.543
"0618240","Indian Diggings Elementary",3,0
"0618270","Indian Springs Elementary",1,1
"0618390","Inglewood Unified",735,0.514
"0618510","Island Union Elementary",28,0
"0618660","Jacoby Creek School",47,0
"0618690","Jamestown Elementary",32,0
"0618730","Jamul-Dulzura Union Elementary",78,0
"0618780","Janesville Union Elementary",46,0
"0618840","Jefferson Elementary",292,0.051
"0618870","Jefferson Elementary",689,0
"0618990","John Swett Unified",136,0.226
"0619050","Johnstonville Elementary",26,0
"0619140","Julian Union Elementary",39,0
"0619170","Junction City Elementary",13,1
"0619200","Junction Elementary",31,0.949
"0619230","Junction Elementary",1,1
"0619260","Jurupa Unified",1483,0.101
"0619320","Kelseyville Unified",121,0.234
"0619380","Kentfield Elementary",132,0.241
"0619440","Keppel Union Elementary",315,0
"0619490","Kerman Unified",335,0.924
"0619590","Kernville Union Elementary",87,0.292
"0619620","Keyes Union",89,0
"0619680","King City Union",255,0
"0619700","Kings Canyon Joint Unified",741,0.939
"0619740","Kings River Union Elementary",52,0.979
"0619770","Kings River-Hardwick Union Elementary",82,1
"0619800","Kingsburg Elementary Charter",232,0.774
"0619860","Kirkwood Elementary",9,0
"0619890","Kit Carson Union Elementary",53,1
"0619950","Klamath-Trinity Joint Unified",75,0
"0620010","Knights Ferry Elementary",7,1
"0620040","Knightsen Elementary",54,0.112
"0620070","Konocti Unified",202,0.793
"0620130","La Canada Unified",352,0.437
"0620190","La Habra City Elementary",577,0.108
"0620220","La Honda-Pescadero Unified",21,0.187
"0620250","La Mesa-Spring Valley",1228,0.92
"0620310","Lafayette Elementary",379,0.303
"0620370","Laguna Beach Unified",264,0
"0620460","Pacifica",362,0
"0620490","Lagunita Elementary",10,0.959
"0620610","Lake Elementary",20,1
"0620640","Lake Tahoe Unified",260,0.218
"0620670","Lakeport Unified",96,0
"0620730","Lakeside Union",128,0
"0620760","Lakeside Union Elementary",26,0
"0620790","Lakeside Union Elementary",584,0.014
"0620850","Lamont Elementary",300,0
"0620880","Lancaster Elementary",1437,0
"0620910","Larkspur-Corte Madera School District",160,0.386
"0621000","Las Virgenes Unified",897,0.454
"0621060","Lassen Union High",1,0
"0621090","Lassen View Union Elementary",38,0
"0621150","Laton Joint Unified",49,0
"0621180","Latrobe",16,0.488
"0621210","Lawndale Elementary School District",637,0.209
"0621240","Le Grand Union Elementary",48,0
"0621330","Lemon Grove",399,0.858
"0621360","Lemoore Union Elementary",347,0
